title,text,rating
OK,It is affordable and it had Increased storage but no backlight and the screen could be better!,3
Good price,"Serves the purpose for which it was bought, ; I.e. Facebook",3
Doesn't last,These die SO fast.,1
Its a gamble.,Lights worked well but the ahesive didnt stick on about 90 of the lights backing. The 10 that did. I tried to adjust the lights and they ripped.,1
Good for nights out,Good tablet to take for my child to play on when out to dinner. Keeps him busy.,3
Awesome,This is great for kids. My niece loves her new fire kids edition.,5
Five Stars,As expected.,5
Batteries popped and got acid all over.,2 out of the 8 batteries popped while on the charger. I got battery acid all over my hands trying to get them out and cleaned up.,1
"Tablet worked as it should, but...","I was not a fan of the Amazon type operating system that is on the tablet. Ended up taking it back because it was not what I wanted, not as easy and supportive of games and apps as an Android tablet.",3
Perfect to stockpile,Any parent of toddlers knows that there are numerous toys that require AAA batteries. We have these always on hand and this price is too good to not stock up. My son even loves sitting down and watching the whole Changing batteries process. Thanks for keeping these so affordable!,5
"Great Price, OK tablet","If you want a basic tablet this is perfect for you. However, if you are heavily invested in Android, this tablet will disappoint. Very Amazon driven, runs slowly with Android software sideloaded.",3
On Fire,A Christmas gift for my granddaughter. It was a big hit!,5
Love it,The parental controls are amazing! Super easy for my daughter to operate,5
died quickly,these batteries died very quickly when compared to energizer or Duracell. Spend a little more and get a lot more battery life.,1
Excellent product but granddaughter wanted an iPad,I bought this as an affordable alternative to the iPad mini. I liked the expandable storage option and size. Super easy to use. Unfortunately granddaughter wanted and iPad mini to go with her other apple products. So I ended up returning it. In hindsight I should've kept it for myself.,5
Great for kids,Only good for kids and games. Battery life is good.,3
Five Stars,Great price!,5
Crap,These batteries are crap. Last a few days in xbox controller. Energizer lasts months. Don't waste your money.,1
Long lasting and very economical battery.,"I needed some AAA's and decided to go with these since I no longer have an acive COstco membership. So far these batteries have held up very well in my remotes, several headlamps, and tactical flashlights that I regularly use. Great purchase",5
Three Stars,Very poor batteries. I ordered a box and so far about 50 are either bad out of the box or very soon after.,1
E Tablet,Great educational tool. Not just a toy. Kids love it .,5
Great everyday tablet!!,Easy to use tablet for every day use. Additional apps can help increase productivity for work and daily use.,5
Three Stars,There ok.,3
Pass on these,These batteries are actually falling apart before we use them. They are junk,1
Internet connection shotty,I enjoy all the features on the Fire 7 tablet!!!!!,3
Good for beginners,"Its a decent reader for beginners. There is no backlight, so not good for reading in dark. also slips from hands, so purchase a cover if you buy it.",3
Love it!,"This new Fire tablet with 16 GB of internal memory is an upgrade from my older 8 GB version, allowing more storage of books, movies and apps.",5
Five Stars,batteries needed,5
Great buy,Best bang for your buck............................,5
Basic batteries,"What we expected, a bargain battery, so we are happy.",3
Stopped charging in under 6 months,"The Amazon Fire HD 8 tablet no longer was able to charge less than six months after being received as a Christmas present. I contaced Amazon, assuming that the was a one year warranty. Amazon tech support navigated me through a number of trouble shooting steps and concluded that the Usb port is defective. I was then told that this product only has a 90 day warranty and the best they could do in give me a 10% on my next Amazon purchase! Wow!",1
Great bargain tablet.,"Purchased this a couple of weeks ago, no complaints so far. Web pages load pretty quickly on the Silk browser, and the battery life is excellent. After installing Google Play Store (it's really easy!) even more apps are available. Can't beat this for under a hundred dollars!!!",5
A+A+A+A+A+ FAST DELIVERY JUST AS,A+A+A+A+A+ FAST DELIVERY JUST AS DESCRIBE,5
Great tablet,It's so easy to use and fun! I watch shows on Netflix and MTV apps,5
Not reliable,"Some work, some don't. Some will power my TV remote but the same batteries wouldn't power a different type of remote. I won't buy these again.",1
Great first tablet for beginners.,"It's great for beginners, like children, but very limiting for me. I can't use many apps because it doesn't allow me to use the Google play store.",3
Great bumper,The tablet is for my son who is 2. That being said I noticed blotches on the screen. Never returned it due to it not making a difference to my son. I will have to upgrade him in question few years anyway. The bumper is amazing.,3
horrible batteries,"absolute garbage, noteven a 1/4 of the battery of a regular energizer, dies so quick, tested, compared for months, sorry Not worth the money atany price, except maybe free.",1
It's ok,Battery lasts a long time but I actually like my old Fire more.,3
Very good,The service was great and the help I received thanks,5
Three Stars,"I haven,t had them long enough",3
Fun,My son loves playing with this tablet. Very easy to keep him entertained,5
Great,Bought two as gift to kids. They love it very much,5
Disappointed,"I have never had so many issues with a kindle and I have purchased alot. It's slow. It shuts off whenever it wants, the sd card dosent read half the time. And when it does it seems to be downloading it. And it deleted apps off my other kids kindle or adds when I do ... very very stupid . It has cracked . And I have never dropped it . It isn't made well. I am going to return it and I will probably never buy another kindle . HORRIBLE",1
Solid tablet,I bought this as s present for my 65 year old grandma. She loves it. Very easy to operate. No issues,3
Love the Kindle Fire.,"I bought this for my wife. She had a Barnes and Noble Nook, this took it's place. She uses the Kindle Fire daily from reading books and playing games to looking up things on the web. She lives it.",5
Was I Disappointed. How about a replacement for these fake batteries ...,I used the batteries in my flameless candles 3x for about8 hours. Total bummer! They all died. Won't purchase again!Amazon should reconsider selling these turkeys Wow. Was IDisappointed. How about a replacement for these fake batterieswith real ones!,1
"BETTER THAN NOTHING, But not as good as.... 25 people found this helpful. Was this review helpful to you Yes No","BETTER THAN NOTHING, But not as good as the CASE LOGIC: ELS-111 11 Chromebook/Surface 3 Sleeve. Fits the MacAir 11.6 perfect. The Amazon sleeve is simply neoprene, which snags and has so much friction, it doesn't easily slide in/out of my backpack. The Amazon quality is decent, but looks like a beer can cozy (koozie) compared to the CASE LOGIC. The CASE LOGIC IS NOT just NEOPRENE! It is highly protective, light, low density foam encased in canvas. It's more durable and slide in and out of my backpack better. Also the CASE LOGIC opens on two sides not just a slit on one side like the Amazon.(I bought both, and tried to return the AmazonBasics, yet Amazon was going to charge me 8.34 to send it back.. so i am keeping it.. Don't waste your time.. Don't make my mistake, buy the CASE LOGIC ELS-111 11 (note: last photo of Case Logic sleeve)",3
"8"" fire 16gb tablet",I am bring it back for an exchange. (a different make),1
Five Stars,Great value!,5
Five Stars,Work great for much less money than namebrand!,5
One Star,don't seem to last very long,1
Great tablet for a 10 yr old,"I'm very satisfied with my purchase, I made a wise purchase",5
One Star,Not happy at all very slow compare to others I ordered,1
Confused,The protector was not made for the Fire 7 as it was to large and had no directions that were coherent. Worse purchase from Best Buy ever.,1
These batteries don't last long at all.,I bought these for my cameras. They don't last any time at all. I won't buy these again.,1
Can't connect it,We are unable to connect WIFI on this product. We have tried to follow the instructions to no avail. It is a useless and expensive item sitting on our table.,1
Did not last long,"We used in an August smart lock. We expected to get about 2-3 months of use based on the energizer batteries that came with the lock, but batteries died in 2 weeks.",1
Waste! Must use right away!,Stopped working after 6 months. Had to throw them away. What a waste.,1
Great for keeping kids entertained,I really like that my child is engaged with all of the different apps we have downloaded.,5
Three Stars,Brought wrong size for the walkie talkies i purchased..but can find use for them,3
Three Stars,fine,3
Love these BUT 2 of the 4 packages were NIT ...,Love these BUT 2 of the 4 packages were NIT warm lights. They are really super bright cold white. Can't use them.,3
Great for kids,Son loves it........................................,3
Good beginners reader,This is a entry level ereader that only allows you to read in the day...you will not be able to read in the dark,5
"Alexa works good, but...","Alexa works great, but the the sound quality of this speaker is terrible, your much better off with a echo dot and bose sound link mini set up.",3
My daughter likes it,"At first I wanted to return this product, I bought it for my 2 yr old. I decided to keep it bc my husband liked it and of course my daughter likes it. I dnt like the fact you cant use the audible app on the kids version. I also bought it so my daughter could be independent, as far as the books none of them are read aloud. She came maneuver the games and movies tho. Its an ok product tho, I love Amazon. My daughter still likes my Samsung Tab better. Would recommend for older kids.",3
Love the batteries,"Love the batteries. Not sure what else I can say about them, they work -- Ill have to post an addition to let you know how long they worked.",5
Not like the older model,"Worse graphics, won't keep a wireless connection,overall not satisfied",3
non functional!!!,horrible...just like the other 7 i have owned ONLY due to warranties,1
Dead on arrival,Two of the batteries were already dead. The rest work fine.,3
Awesome,"Great deal, packaging and shipped in a timely manner.",5
DOA,DOA. Had to replace with other batteries. What a disappointment. Threw them away. :(,1
they leak!!!,"DO NOT BUY THEM.I got them because it said they were anti leakage. Well guess what.they leaked!!, completely destroyed my keyboard and I cant even open it up to get the batteries out. A waste of money and will also cost me a whooping 100 for a new keyboard and I cant use my desktop until I get a new keyboard.",1
Five Stars,awesome!,5
One Star,Battery blew up in the charger. Returned product for full refund.,1
These batteries are okay they don't seem to last as ...,"These batteries are okay they don't seem to last as long as brand name batteries, but you can't beat the price for these.",3
"Decent, does the job","Works fine on wifi, otherwise a little slow. My kid enjoys it though. For the price it's good.",3
Love it,"I have had 4 kindles over the years , got to have one to read my books & relax",5
Geat tablet for everyone,So easy to use and navigate. Easy easy Amazon downloads from books to apps etc. I'm in the older generation that finds it hard to navigate electronics but not this tablet and Best Buy employees were great in helping me decide by giving a tutorial and info on the tablet .,5
They work and they're cheap,"They work and they're cheap, but Duracell lasts longer.",3
Not for me,"Th size difference is noticeable and squarish rather then rectangular, which I prefer. The Kindle unit itself is rather nice, the auto rotate and adjust being the best part. I returned this item b/c the cover is flimsy. and I was afraid I would drop it and break the kindle.",3
"Good for the buck, but mediocre at best","Bought this to replace my aging Nexus 7 (2013) version, but didn't hold a candle up to it. I knew it going in, but wanted to see for myself in person. For $80, can't hardly beat the features, but I was spoiled by arguably the best small Android tablet ever made. I knew the screen resolution was lacking, especially on an 8"" screen, but coming from the Nexus, it was a huge difference. Also, even at 4 plus years old, the processor was humming along smoothly. The extra .5 gb ram was also helpful. Anyways, back to the Fire HD 8. One advantage it had over the Nexus, was the expansion slot. I loved being able to put my media on it, but then again, the media displayed on the screen was subpar, so it's a wash. I installed Google play on it, so that it expanded its functionality, and I'm an avid Amazon conneseiur, but found the table too limiting. Ultimately returned and bought an old, discontinued Fire HD 6 for $20. The resolution almost matches that of the Nexus, so I'm happy for now.",3
Love it and can't live without it. User friendly.,Easy to use and love all the things I can do on it.,5
Three Stars,They run out of juice fast.,3
Great deal,Great batteries. I have re ordered many times.. they are just as good as enegizer !,5
Not up to the Amazon brand.,"What's happened to batteries Duracell use to be the gold standard, until we had over 10 of them fail by leaking and destroying expensive medical equipment year after year. Costco batteries became our go-to batteries until last year 2015 when they started leaking, even on the shelf. Tried Eveready but price and quality varies as well. I trusted Amazon and love the price, packaging, convenience and no leaks. But they don't last half the time the others have. Some of the top reviews have stated the electrical case very, very well. And yes, we have some high current draw uses. But as my staff and Doctors have said to me: They're just batteries! Get us some decent batteries already! We go through dozens a week so price is going to matter but, paying top dollar still doesn't seem to save equipment or increase the usage time. It seems every manufacture is changing their product for cost and marketing so that you have to be an expert to properly match basic AA batteries to your specific use. Not cool!!",1
Pretty annoying!,"I have had mine for about 6 months, now 2 won't last mare than a week in my TV remote. Pretty annoying!",1
"BETTER THAN NOTHING, But not as good as.... 27 people found this helpful. Was this review helpful to you Yes No","BETTER THAN NOTHING, But not as good as the CASE LOGIC: ELS-111 11 Chromebook/Surface 3 Sleeve. Fits the MacAir 11.6 perfect. The Amazon sleeve is simply neoprene, which snags and has so much friction, it doesn't easily slide in/out of my backpack. The Amazon quality is decent, but looks like a beer can cozy (koozie) compared to the CASE LOGIC. The CASE LOGIC IS NOT just NEOPRENE! It is highly protective, light, low density foam encased in canvas. It's more durable and slide in and out of my backpack better. Also the CASE LOGIC opens on two sides not just a slit on one side like the Amazon.(I bought both, and tried to return the AmazonBasics, yet Amazon was going to charge me 8.34 to send it back.. so i am keeping it.. Don't waste your time.. Don't make my mistake, buy the CASE LOGIC ELS-111 11 (note: last photo of Case Logic sleeve)",3
They Leak - Pretty much the worst.,These batteries leak. What more is there to say They are the worst. Do not buy these.,1
Don't Buy,"These straight up don't work. I have put 6 different, brand new batteries from this pack into a controller and none of them have worked. Steer clear.",1
Adequate performance. I just pulled 16 batteries from four ...,Adequate performance. I just pulled 16 batteries from four night lights. Half of these were the AmazonBasics AA batteries. Not surprising until I tell you that that AmazonBasics batteries were the last to be installed and the other half were installed long before the AmazonBasics. I don't think I'll buy these again.,3
Good for movies and amazon,"Decent little tablet if you are not a game player. Tablet shuts down and I cant get it back on when I play games for long periods of time. It's not my ipad, that's for sure.",3
Doesn't work for me,"This is my 4th Kindle, and the worst so far. It randomly locks up and require a restart to do anything. I've probably had to do this a dozen times in the last week. It's going back if they'll take it.",1
An ok tablet,It's an ok tablet because you need to have an Amazon account in order to download free apps,3
It's fair,Thought it was to be better than what it is. Mother in law can play games an Facebook on it. Next time I will buy her a samsung,3
You get what you pay for,"At first we were completely happy with the Amazon Basics line of batteries. Reasonably priced and what we thought was good quality. Well, after a couple months of use in one of our daughters toys, two out of the three batteries that were in the device burst. This is nothing I have experienced with Duracell or Energizer. Will be switching back to Duracell Procell.",3
Logo doesnt last.. good part though,"Good knob. Looks good. Logo faded/wore off in a few months though... logo is kinda why I bought this, so..........",3
Three Stars,Basic quality,3
Good tablet for amazon users,This tablet is a good kids tablet and or for prime users. Not a laptop replacement or for non amazon users,3
Five Stars,"1,63 volts",5
Not pre-charged,My 8 pack batteries were NOT charged so if you are buying these for a trip or something be warned.,3
Five Stars,excellent product,5
"Great for some applications, but not the longest lasting","Great value for kid's toys, but they don't have the longevity of Duracells by any stretch. Definitely worth buying if you need a lot of batteries for cheap to top off all the noisemakers and remotes in your house, but I wouldn't throw them in flashlights or other higher-drain devices.",3
Had trouble with the batch I bought. Didn't last very long in remotes.,I was very surprised as the batteries I got were in date but didn't work very long compared to a generic AA drug store variety. Probably just got a bad batch but I ended up replacing them very quickly in remotes especially.,3
Too many pop up ads,We found there to be too many pop up ads and returned it.,3
Excellent Device,"bought this for my son(12), and he loves it. Constantly on it. Got a great price during the holidays. Completely satisfied.",5
Five Stars,Love them.. they are perfect for what I wanted,5
Reading device,"I bought it cause I wanted to read more. That didn't happen, I tried and I just can't read on devices I need old school paper between my hands",3
"Okay so far, nothing to mentioned bad or especiall",Have had it for a while noe. A littlebit unusual to press so hard to change page but now starting to get used to it.,3
Battery leaked 2 months later.,"Had my first battery leak from the package. Installed batteries in November 2016 in house thermostat, so a fairly important device. Not sure when the leak began, but was discovered today (1/13/2017 - little more than two months later) after the furnace was running non-stop and house temperatures reached over 80 F. Checked the batteries and found one had leaked all over the contacts and battery holder in the thermostat.",1
No impressed.,Batteries seem to work in some flashlights and not others. They are just okay. Other batteries that we have will work on all. Not impressed.,3
Great Gift Item,Pursued as a gift for nephew. It's durable build yet lightest was exactly what I was looking for. Display is sharp and crisp/,5
Five Stars,Can't beat this price! These batteries work just as well as other more expensive batteries...Will definitely order these again.,5
BUY DURACELL and not these batteries,These last about a week.,3
Good for books,The kindle is good to download apps for books catch up with reading,3
Good for its price,Basic tablet which is pretty good for its price range.,3
Great price.,Duracell quality. Great price.,5
So so,You get what you pay for. Playtime works when it wants to. Went on a long trip and the videos we downloaded had issues playing most of the time. My son is almost 2. He gets bored of it quickly. The pros are the price and it is well protected externally.,3
Won't unlock,"Worked great but after awhile I wouldn't unlock. After I'd enter my pin, the screen would go black. I took it to geek squad (luckily I bought the protection plan!) and told me they don't fix them they just replace them. So I got another one but that one did the exact same thing. Ended up returning that one too.",1
Three Stars,They do not last long.,3
Five Stars,great,5
LONG LASTING,"THESE BATTERIES WORK JUST AS GOOD AS THE BRANDS YOU ALREADY KNOW, BUT DO NOT COST NEARLY AS MUCH MONEY. THATS A WINNER FOR ME.",5
Battery sucks,Battery doesn't last the up to 7 hours estimate. Didn't even last 4 hours one day. Watches video mostly but should last longer than that.,3
My Sister's gift,I bought my sister the original Kindle years ago. She kept it for so long that it had a spot in the middle of the screen that was like a bright light. For her birthday I got her this one & she can't leave it alone! She loves it!,5
What happened to AmazonBasics branded batteries Where did the quality go,I came here to look at the one and two star reviews and see that people are saying the same thing I've been thinking since trying to use my first shipment of these batteries which are supposed to be better than the previous version that they replaced. I've used 3 of these batteries so far and each one has barely lasted 2 weeks in my mouse. The previous version usually lasted a couple months at least. It seems like in this day and age it's rare that when things are supposedly improved upon that they're actually better. I can only guess that Amazon found a cheaper supplier for their branded batteries. I guess it's time to cancel my subscribe and save subscription since I'm not the only one who finds these batteries to be subpar to their predecessors. If the rest of the batteries in this pack perform better I'll update my review to reflect that.***Edited to add on 10/12: Now that the 4th battery from this pack lasted just over 2 weeks in my mouse I will be contacting Amazon Customer Service. As I mentioned previously the older version of these batteries worked so well that I have to wonder why they changed them. I see the larger size Amazon batteries still carry the older name.,1
alright tablet,"Thought this would be perfect for my two children. The case, warranty and pass to download unlimited apps seemed great. However, the pad is sometimes unresponsive and inaccurate-which can be frustrating for children. The case is a little too bulky. And it can be confusing for children who want to push an icon to play but it instead downloads. There is a definite learning curve that they will overcome in time but it could be more user friendly for younger users.",3
Does not work well for multiple children,"If adding more than one child to the account, the screen will not rotate properly for the second, third, or fourth child. Geek squad could not fix this problem, seems to be a manufacturer's issue. Also, there are too many adds. I returned this product.",1
They last a very short time once in use. ...,They last a very short time once in use. Put fresh ones in a soap dispenser and they lasted 8 days. Other brand lasted 2 months,1
Three Stars,sticking to longer life energizers,3
Excellent for a 3 yr old,"Granddaughter loves it, easy for a toddler to hold and maneuver.",5
Not what I expected,"I was expecting an Android device and discovered it was an ""Android like"" device. My fault for not reading up on his device before hand. I returned the Amazon Fire and bought a Samsung Tab E.I probably would recommend this tablet if you wanted a device for reading.",3
One Star,I was missing a pack of 4 batteries when I opened the box today. Not impressed.,1
One Star,Did not fix my leaking water pump,1
Last about a quarter as long as name brand batteries,"Last less than a quarter as long as even off-brand batteries such as Rayovac, creating a lot more waste. With name brand batteries my wireless keyboard would last almost a year these amazon branded batteries last only 2-3 months. If they weren't considered hazardous waste when spent I might have given them 2 stars on account of there low price, but when you consider how hard it is to dispose of batteries properly (and how much time you'll spend changing them out of your favorite devices) they're really not worth your time",1
Amazon Batteries Are Crap in Amazon Remote,"My 37 days old Amazon fire stick quit working, the system was fine it just seemed like the remote wasn't getting any juice. Tried 3 different sets of these batteries in it and it still wouldn't work-and yes, I put them in the right way. Contacted Amazon about the limited warranty on remote as it was just past 30 days purchased and couldn't return, but before sending back for warranty service and being without TV for who knows how long and just to make sure, I bought some energizer batteries. Wouldn't you know it, the remote fired right back up. Can't trust these batteries.",1
Five Stars,Good product,5
Three Stars,Batteries seem to die quickly.,3
It's an ok tablet for the price.,"In my opinion it's very slow for internet use. Good for our 5 yr old to use but we purchased this for her to do online curriculums, which is almost impossible to do with this tablet because of the speed. Our internet connection is great with every other laptop and computer in the house.",3
Very good and can't tell any difference...........,"So far, these batteries are very good. I like to have a large quantity on hand so I don't have to always be buying a battery. The price was real good and I have nothing negative to say.",5
Gift product,"I bought one for myself and a couple as gifts, it's cute but still haven't figured out what's so great about it. I will say that it does pick up your voice throughout a huge room.",3
Good price,Goof,3
Love it,"Bought this for my daughter to use in school, she loves it! Product works great! I also bought the older version for my mom and she lives it as well",5
Great buy,Work as expected. Great buy.,5
2 weeks at best.,These batteries don't last even in a simple digital clock. 2 weeks at best.,1
bang for the buck,for 33 dollars its a great option. although it was a black friday special its perfect for kids especially considering the amount of damage it can handle!,3
Christmas gift,This is a Christmas gift for my granddaughter. I purchased this one because I heard a lot of good things about it and the price was great on black Friday.,5
I was very disappointed.,These batteries were expired dead when they arrived at my house. I was very disappointed.,1
Battery be gone,I change the batteries at least once a month. These things eat batteries like crazy and are hardly used.,1
Amazing product,Amazing product from Amazon within budget and get the best outcome of it,5
Do not purchase.,They do not work. I had to buy Duracell,1
Five Stars,Good deal,5
Excellent tablet for kids.,My kid loves it and is easy to use.Plus the case is worth it.,5
Great for my 5 year old,"Was thinking of getting my 5 year old her own Ipad or the kindle. I'm so glad that I picked the kindle, it comes with a kids version of her own log in and is so easy for her to find appropriate games, movies, and apps, even though she can't read yet. She loves it too!",5
cheap battery power but they don't last well,cheap battery power but they don't last well,3
One Star,Alot of the batteries were dead or very weak,1
so good!,"So far, so good!",5
Not to be modified,I don’t care that you can’t change the tablet to run like as you wish. It’s pre installed menu is not something you can change.,1
Three Stars,love it,3
One Star,Batteries didn't last long at all,1
Great for the price and the kids,"Your can really control what your kid gets access to from apps, videos, and the Internet. You can not get a better deal. The 2 yr anything happens warranty is a big plus. It's not the fastest thing on the market it's desent. Picture quality is great. Everything that comes with it just makes it a real smart buy. Love the fact that I can program it to have her read 15mins 1st before she can fully access it. Also that I can put a time limit on what she can access and for how long for the week.",5
So-so,My kids go thru a lot of batteries. These are good for the wii remote and other items that do not draw a huge power source but flash lights and the such seem to go thru them a lot faster.,3
Love kids mode,I absolutely love how u. An switch from dif accounts,3
They're batteries,"They're the same size as the batteries they replaced. Who knows if they last longer, have more power than others until they go dead Who remembers to come back and post that these batteries worked for one day more or less than the last set you had They're batteries, and they looked like they were cheap to me. If they melt a remote control or something, I'll try to remember to come back and letchall know.",3
Five Stars,perfect,5
Too good to pass up!,"I bought this after subscribing to an Amazon Prime membership. This is a great little tablet at such a low price.. too good of a deal to pass up when it was on sale. It has the ability to talk to Alexa, surf the web, listen to music and read books/magazines (lots of free music and books for Prime members).",5
Shoulder Strap not included.,"Nice bag, however did not come with the shoulder strap, which is one of the main reasons I wanted this particular model.",3
My kids love these,"These are great tablets for the kids and the price is wonderful with the warranty and the soft, yet bulky (a good thing in this instance) case. The only thing I wish, was that it could access the Google Play Store so my kids could watch the movies we have in our Google Play Movies account.",3
Five Stars,Batteries. They work.,5
Very Poor,First eight batteries I tried barely had a charge at all! Don't wast your money.,1
Five Stars,These are great batteries at a great price. Enough said,5
An average Fire tablet,"Though I have got it for cheap price during black friday, this Fire is not that great. Very bad camera and dim screen resolution. Pros:Install Google Play without any hassleVery good book reading option",3
One Star,batteries didnt even last one month...very dissapointed,1
Worst batteries ever,"Shortest life batteries ever, waste of money",1
Great,This is such a great product I have two of them! Would highly recommend.,5
One Star,Alot of the batteries were dead or very weak,1
excellent item,It is good tablet for any age love it very easy to use,5
Wont charge,I tried recharging them right out of the box and it says they are bad! I'll by my rechargeables elsewhere,1
Just OK,"I'm a big fan of Amazon and their products, but this tablet is just ok. The build quality is great and the image is very good, but the software is mediocre at best. Worth the price.",3
Be aware these require a credit card,"I purchased 2 of these as Christmas gifts for our niece and nephew. We decided to unbox them and charge them up to be ready for Christmas day. After opening them, discovered they will not allow you to install any free apps or use them for much unless registered with an Amazon account and credit or gift card. I had absolutely no interest in giving a 4 and 7 year old access to one click shopping on my account so we returned these for android type kids tablets. There may be some way around this restriction, but I didn't find it.",1
One Star,they don't hold a charge like the top brands do.,1
They are stand AA batteries that offer amazing performance at an amazing price,"There isn't much I can say about these batteries. They are stand AA batteries that offer amazing performance at an amazing price! At 0.34 (normally 0.43) cents a battery, not only are they comparable to 1 batteries (Usually 0.25-0.50 cents a battery), but they are much more heavyweight and they last a lot longer! Between the 4 of us, especially our 2 kids, we fly through batteries like water and when we find a discount brand we like, we hold on to them tightly! I will be purchasing more AmazonBasics AA Performance Alkaline Batteries especially with the Holidays coming. They are inexpensive, high quality and worth every penny!",5
Not the same,Isn't the same as the picture.,3
Not what I was looking for,"I purchased this for my 4 year old to play. It was not as user friendly as described and VERY slow. It keeps pausing and freezing up, which is frustrating for anyone using it. I was told that I would receive 20 off of the prime subscription, however, that was not offered when registering this product. It may be good for some, but it was not a good fit for us.",3
"Stay Far, Far Away from these batteries","These batteries are HORRIBLE. I purchased the 36 pack of AAA's a few months ago, and just started using them last week. So far out of 5 batteries used 2 were DOA, 2 lasted 4 days and 1 got so hot the plastic around the end is burnt.",1
They WILL burn up or electronics,Burnt up a copper string light I have been using for a years. Short life on other electronics compared to Duracell. Left in a wii controller for 2 months and leaked all over.,1
Great tablet,Absolutely love the tablet. My wife loves it. Much more enjoyable than playing on the phone.,5
Three Stars,1,3
Great,Great for ebooks and games also social media times,5
One Star,That's crap,1
One Star,Run down very quickly!,1
Not kid friendly,I would would not recommend this for a child. It's not kid friendly at all. I have purchased 4 of them for my grandson and nephews and 3 was was damaged within a couple months. I think this product is is a better fit for adults.,3
Great for prize,Works ok. Doesn't last too long,5
I purchased these batteries for my boyfriend. The split ...,"I purchased these batteries for my boyfriend . The split open and ruined who uses them in a 200.00 portable modem. I would of sent them back, but this happened after the 30 day return window.",1
Great tablet for the price,"The Amazon Fire HD8 (2016 model) is a great tablet for the price; however, the Fire OS offers limited abilities to the user. Personally, I wish there were ways to mirror the screen to a tv without having to purchase a Fire TV streaming stick. Also, the inability to use the google play store is a major set back. If it weren't for those two complaint, I'd give this tablet 4 stars.",3
Very slow,"Very slow performance and sometimes applications freeze up and don't work very well , charging port very low quality",3
Great Gift for a pre teen,Bought 3 for different and after 3 years mine went kerplot gona get new upgraded one for Christmas this year,5
Good for 4 year old,This device is a good if you are looking for a starter tablet for a young individual.,3
good however not sure of life of batteries,"so far they are work well, however have had them long enough to determine if how long they last compared to duracell batteries.",3
Great book to take anywhere,"This is my second Kindle and I couldn't be happier . I couldn't believe I would be happy with something so small , but it is great And easy to take along anywhere .",5
Nice tablet for the price.,This is a great tablet for people that are new to tablets and do not want to spend much money on it.,5
Very poor performance. Would not recommend.,"These batteries lasted barely 2 weeks in a low drain device. They actually performed worse than dollar store batteries! I can't believe there are so many positive reviews... maybe I got a bad batch. Luckily Amazon is really good about giving refunds, so this is more a warning about not wasting your time on these.",1
"Nope, not again","3/4 of the package have been duds. Lasted about 15 minutes. Now I get to go to the trouble to return them. When you shop with Amazon, it's to save time. This defeats that purpose.",1
it is a good idea to stock up,"Well, it is a good idea to stock up. I didn't do comparison to see if it was cost effective.",5
"Not very long lasting, at least for gaming",I used these in my Xbox controller. Hardly ever lasted more than 2-3 weeks if I play regularly on weekends and a couple weekdays.,3
Grading: Price A+ Life: C,"For the price, you can't really go wrong. But they don'5 last long.The only problem is that the battery life is not long at all. If you are using these in a TV Remote (or similar remotes) they will last 3-4 months.If you use these in a flashlight or power toothbrush (or similar items), they only last about a month.It seems that these don't last long in items that you need to use daily for longer periods of time. But, if you are using these for a TV/STB Remote or a holiday decoration that plays music, they will last much longer (approx 3-4 months).",3
Bargain Batteries,A lot of batteries for a little money. What more could you want,5
good starter tablet,"I bought this for my 8year old son, he loves it just has very limited games on it",3
Great tablet for my son,This tablet is just the right size for my son's hands. Easy for him to use,5
Love it,This is a great tablet with great features. I love my kindle.,5
Not user Friendly,"Purchased for my Father In Law - this was the most frustrating experience. Not user friendly - not friendly at all. Stick with a name brand tablet - Apple, Samsung, etc.. Avoid this device at all costs.",1
Five Stars,Works just fine,5
Great inexpensive tablet,"This tablet is exactly what I was looking for to take on trips. The kids can watch their movies and videos, or I can read from my kindle library. Perfect size.",5
Terrible. Avoid.,"Can't believe Amazon's name is on these pieces of dung. Very short life. I've migrated to Eneloop rechargeables for AAA as well as AA now big savers, as I have a lot of doodads.",1
Five Stars,So far appears to be excellent batteries,5
Good luck!,"I had such a good experience with Amazon D batteries that I ordered some of their 2A batteries. The 2A batteries seemed much weaker out of the box. When I changed out a pair in my clock today, they had leaked and were stuck together. Making it difficult to remove them. I looked at the packaging for the new ones and noticed that they were made in Indonesia. After reading the reviews, it seems like it may be a matter of luck whether you get really good batteries for the price or really bad batteries at any price. I like to play blackjack so I will probably order one more time to see how lucky I get.",3
great Amazon device,"If you love Amazon, you'll love the Kindle HD8. It's a great size for reading all those books, streaming movies and tv shows, and has great sound for listening to your favorite music. For less than $100, you can't beat the versatility of this little device!",5
GREAT VALUE,BOUGHT MINE ON BLACK FRIDAY AND IT IS AWESOME. MY FIRST TABLET AND IT IS GREAT WITH ALL OF THE AMAZON FEATURES.,5
Skip,I use AA batteries in my double electric breast pump. I usually have to replace Duracell every 3-4 days but these I had to replace every 24 hours or so. Truly did not last long!,1
Three Stars,Not all that long life.,3
Three Stars,They don't really last to long. But for the price....,3
For the little ones,"Love how I am able to run the latest Minecraft on this device, but am not able to on a 3-year-old iPad. It seems as apple handy cap their devices. Resolution may not be the best, but for the little buggers it works fine",5
